,title,imdbid,year,gross_usa,running_time,budget
2697,Yes Man (2008),1068680,2008,107460073.6,104,77000000.0
2698,Ghost Rider: Spirit of Vengeance (2011),1071875,2011,54362702.1,96,59850000.0
2699,Nothing But the Truth (2008/I),1073241,2008,3349.5,108,12650000.0
2700,Skyfall (2012),1074638,2012,313491085.31,143,206000000.0
2701,Jonah Hex (2010),1075747,2010,11390886.36,81,50760000.0
2702,Dark Shadows (2012),1077368,2012,82118963.47,113,154500000.0
2703,My Sister's Keeper (2009),1078588,2009,54120253.0,109,33000000.0
2704,Night at the Museum: Battle of the Smithsonian (2009),1078912,2009,194968093.1,105,165000000.0
2705,Ice Age: Dawn of the Dinosaurs (2009),1080016,2009,216231075.5,94,99000000.0
2706,Joueuse (2009),1082009,2009,526429.2,101,5500000.0
2707,Fighting (2009),1082601,2009,25400111.0,105,27500000.0
2708,The Wackness (2008),1082886,2008,2284827.6,99,6600000.0
2709,Rachel Getting Married (2008),1084950,2008,14076525.1,113,13200000.0
2710,Lone Survivor (2013),1091191,2013,126346557.01,121,40400000.0
2711,Adventureland (2009),1091722,2009,17648427.5,107,11000000.0
2712,Confessions of a Shopaholic (2009),1093908,2009,48705085.0,104,55000000.0
2713,New in Town (2009),1095174,2009,18407711.3,97,8800000.0
2714,The Bad Lieutenant: Port of Call - New Orleans (2009),1095217,2009,1872323.2,122,27500000.0
2715,Foxcatcher (2014),1100089,2014,12096300.0,134,24000000.0
2716,Two Lovers (2008),1103275,2008,3463330.2,110,13200000.0
2717,TRON: Legacy (2010),1104001,2010,185827784.04,125,183600000.0
2718,Hamlet 2 (2008),1104733,2008,5374837.6,92,9900000.0
2719,The Missing Person (2009),1105512,2009,19685.6,95,1650000.0
2720,Paddington (2014),1109624,2014,75387530.0,95,55000000.0
2721,The Taking of Pelham 1 2 3 (2009),1111422,2009,71997543.2,106,110000000.0
2722,Soul Men (2008),1111948,2008,13290630.1,100,44000000.0
2723,Felon (2008),1117385,2008,40431.6,104,3190000.0
2724,The Hangover (2009),1119646,2009,305054753.3,100,38500000.0
2725,Seventh Son (2014/I),1121096,2014,16043235.0,102,95000000.0
2726,Mother and Child (2009),1121977,2009,1221314.6,125,5307500.0
2727,The Ides of March (2011),1124035,2011,43010660.7,101,13125000.0
2728,The Wrestler (2008),1125849,2008,28862067.3,109,6600000.0
2729,Love Ranch (2010),1125929,2010,148915.8,117,27000000.0
2730,Big Eyes (2014/I),1126590,2014,14482031.0,106,10000000.0
2731,Burlesque (2010/I),1126591,2010,42595907.4,119,59400000.0
2732,Morning Glory (2010),1126618,2010,33492670.56,107,43200000.0
2733,Drag Me to Hell (2009),1127180,2009,46310687.5,99,33000000.0
2734,Cold Souls (2009),1127877,2009,995729.9,101,5500000.0
2735,Taking Woodstock (2009),1127896,2009,8206224.4,120,33000000.0
2736,Amelia (2009),1129445,2009,15669956.5,111,44000000.0
2737,The Informant! (2009),1130080,2009,36648503.1,108,24200000.0
2738,Shutter Island (2010),1130884,2010,138253968.72,138,86400000.0
2739,Green Lantern (2011),1133985,2011,122431230.6,114,210000000.0
2740,Takers (2010),1135084,2010,62364297.6,107,34560000.0
2741,Duplicity (2009),1135487,2009,44630107.5,125,66000000.0
2742,Julie & Julia (2009),1135503,2009,103537968.6,123,44000000.0
2743,Stolen Lives (2009),1139282,2009,8036.6,91,2200000.0
2744,The Ghost Writer (2010),1139328,2010,16784872.92,128,48600000.0
2745,The Unborn (2009),1139668,2009,46901981.5,88,17600000.0
2746,Post Grad (2009),1142433,2009,7018020.9,88,16500000.0
2747,The Family That Preys (2008),1142798,2008,40046477.9,111,22000000.0
2748,Frankenweenie (2012),1142977,2012,36349800.04,87,40170000.0
2749,Orphan (2009),1148204,2009,45755876.1,123,22000000.0
2750,"Lovely, Still (2008)",1150947,2008,137192.0,92,5500000.0
2751,Leaves of Grass (2009),1151359,2009,74809.9,105,9900000.0
2752,Tanner Hall (2009),1151410,2009,5505.5,96,3300000.0
2753,American Violet (2008),1152397,2008,608226.3,103,7700000.0
2754,Public Enemies (2009),1152836,2009,106815082.0,140,110000000.0
2755,The Karate Kid (2010),1155076,2010,190718947.44,140,43200000.0
2756,Zombieland (2009),1156398,2009,83149314.6,88,25960000.0
2757,The Rite (2011),1161864,2011,34700014.65,114,38850000.0
2758,The Hobbit: The Desolation of Smaug (2013),1170358,2013,260950523.55,161,222200000.0
2759,Whip It (2009),1172233,2009,14347699.3,111,16500000.0
2760,The Company Men (2010),1172991,2010,4794188.04,104,16200000.0
2761,City Island (2009),1174730,2009,7337783.2,104,6600000.0
2762,An Education (2009),1174732,2009,13832405.4,100,8250000.0
2763,W. (2008/I),1175491,2008,28087942.3,129,27610000.0
2764,All Good Things (2010),1175709,2010,628585.92,101,21600000.0
2765,Cold in July (2014),1179031,2014,427418.0,109,10000000.0
2766,From Paris with Love (2010),1179034,2010,26003621.16,92,56160000.0
2767,A Nightmare on Elm Street (2010),1179056,2010,68121011.88,95,37800000.0
2768,Chéri (2009),1179258,2009,2952456.1,86,25300000.0
2769,Moon (2009),1182345,2009,5510644.7,97,5500000.0
2770,You Will Meet a Tall Dark Stranger (2010),1182350,2010,3508105.68,98,23760000.0
2771,Beyond a Reasonable Doubt (2009),1183251,2009,36208.7,106,27500000.0
2772,Welcome to the Rileys (2010),1183923,2010,171609.84,110,10800000.0
2773,When in Rome (2010),1185416,2010,35295083.64,91,30240000.0
2774,My One and Only (2009),1185431,2009,2727491.8,108,8800000.0
2775,Adam (2009/I),1185836,2009,2505135.6,99,3520000.0
2776,The Lincoln Lawyer (2011),1189340,2011,60909660.0,118,42000000.0
2777,2012 (2009/I),1190080,2009,182723383.7,158,220000000.0
2778,Rango (2011),1192628,2011,129651487.35,107,141750000.0
2779,Up in the Air (2009/I),1193138,2009,92205719.1,109,27500000.0
2780,The Bourne Legacy (2012),1194173,2012,116599986.1,135,128750000.0
2781,Get Low (2009),1194263,2009,10088954.7,103,8250000.0
2782,Casino Jack (2010),1194417,2010,1126395.72,108,13500000.0
2783,Inhale (2010),1196340,2010,4444.2,83,10800000.0
2784,One Chance (2013),1196956,2013,102207.96,103,12120000.0
2785,Law Abiding Citizen (2009),1197624,2009,80693499.7,109,55000000.0
2786,Funny People (2009),1201167,2009,57040549.5,146,82500000.0
2787,Harry Potter and the Deathly Hallows: Part 2 (2011),1201607,2011,400061779.95,130,131250000.0
2788,The Muppets (2011),1204342,2011,93062798.85,103,47250000.0
2789,Last Vegas (2013),1204975,2013,64553308.67,105,28280000.0
2790,Gran Torino (2008),1205489,2008,162904832.2,116,36300000.0
2791,Jack Ryan: Shadow Recruit (2014),1205537,2014,50577412.0,105,60000000.0
2792,Hick (2011),1205558,2011,41163416.7,99,7350000.0
2793,Out of the Furnace (2013),1206543,2013,11444157.49,116,22220000.0
2794,Brooklyn's Finest (2009),1210042,2009,29869868.6,132,27500000.0
2795,Moneyball (2011),1210166,2011,79385766.6,133,52500000.0
2796,The Lone Ranger (2013),1210819,2013,90195136.15,149,217150000.0
2797,Escape Plan (2013),1211956,2013,25387324.65,115,50500000.0
2798,Hereafter (2010),1212419,2010,35366696.28,129,54000000.0
2799,Lawless (2012),1212450,2012,38522130.81,116,26780000.0
2800,Broken Hill (2009),1212909,2009,59463.8,102,2750000.0
2801,Alpha and Omega (2010),1213012,2010,27115848.36,88,21600000.0
2802,London Boulevard (2010),1213648,2010,7463.88,103,27000000.0
2803,Seeking Justice (2011),1214962,2011,410099.55,105,17850000.0
2804,Cars 2 (2011),1216475,2011,201025015.8,106,210000000.0
2805,Kill the Messenger (2014),1216491,2014,2450846.0,112,5000000.0
2806,Leap Year (2010),1216492,2010,27992433.6,100,20520000.0
2807,Brave (2012),1217209,2012,244401703.21,93,190550000.0
2808,Limitless (2011/I),1219289,2011,83211927.75,105,28350000.0
2809,Motherhood (2009/I),1220220,2009,102726.8,90,5500000.0
2810,Henry's Crime (2010),1220888,2010,110032.56,108,12960000.0
2811,Frankie & Alice (2010),1221208,2010,748635.48,101,21600000.0
2812,African Cats (2011),1223236,2011,16200184.35,89,3150000.0
2813,Extract (2009),1225822,2009,11905473.8,92,8800000.0
2814,Get Him to the Greek (2010),1226229,2010,65852433.0,109,43200000.0
2815,The Greatest (2009),1226232,2009,127448.2,99,6600000.0
2816,The Debt (2010/I),1226753,2010,33671751.84,113,21600000.0
2817,Iron Man 2 (2010),1228705,2010,337427997.48,124,216000000.0
2818,Let Me In (2010),1228987,2010,13105729.8,116,21600000.0
2819,Mission: Impossible - Ghost Protocol (2011),1229238,2011,219867798.15,133,152250000.0
2820,Anchorman 2: The Legend Continues (2013),1229340,2013,128626234.07,119,50500000.0
2821,Jane Eyre (2011),1229822,2011,11804793.0,120,21000000.0
2822,It's Complicated (2009),1230414,2009,124008912.5,120,93500000.0
2823,Due Date (2010),1231583,2010,108582166.44,95,70200000.0
2824,21 Jump Street (2012),1232829,2012,142601097.01,109,43260000.0
2825,The Men Who Stare at Goats (2009),1234548,2009,35671014.5,94,27500000.0
2826,RoboCop (2014),1234721,2014,58607007.0,117,100000000.0
2827,Broken City (2013),1235522,2013,19898175.64,109,35350000.0
2828,Your Highness (2011),1240982,2011,22676267.25,102,52395000.0
2829,We Need to Talk About Kevin (2011),1242460,2011,1825626.6,112,7350000.0
2830,The Tourist (2010),1243957,2010,73041649.56,103,108000000.0
2831,Conviction (2010/II),1244754,2010,7325779.32,107,13500000.0
2832,This Is the End (2013),1245492,2013,102484904.02,107,32320000.0
2833,RED (2010),1245526,2010,97610574.96,111,62640000.0
2834,High School (2010),1247667,2010,89359.2,99,10800000.0
2835,Shrink (2009),1247692,2009,208583.1,104,5610000.0
2836,Kick-Ass (2010),1250777,2010,51917007.24,117,32400000.0
2837,Salvation Boulevard (2011),1251743,2011,29891.4,96,5775000.0
2838,Immortals (2011),1253864,2011,87679217.85,110,78750000.0
2839,The Man with the Iron Fists (2012),1258972,2012,16103112.7,95,15450000.0
2840,The Twilight Saga: New Moon (2009),1259571,2009,326285997.4,130,55000000.0
2841,Scream 4 (2011),1262416,2011,40089974.4,111,42000000.0
2842,World's Greatest Dad (2009/I),1262981,2009,243985.5,99,11000000.0
2843,Crazy Heart (2009),1263670,2009,43410736.6,112,7700000.0
2844,Nowhere Boy (2009),1266029,2009,1589902.6,98,2200000.0
2845,Hercules (2014/I),1267297,2014,72385417.0,98,100000000.0
2846,X-Men: First Class (2011),1270798,2011,153728720.25,132,168000000.0
2847,2 Guns (2013),1272878,2013,76368584.6,109,61610000.0
2848,The Tempest (2010/I),1274300,2010,300178.44,110,21600000.0
2849,The Stoning of Soraya M. (2008),1277737,2008,716696.2,114,2200000.0
2850,Jack Goes Boating (2010),1278379,2010,585351.36,89,10800000.0
2851,Date Night (2010),1279935,2010,106608316.32,88,59400000.0
2852,Easy A (2010),1282140,2010,63073581.12,92,8640000.0
2853,The Social Network (2010),1285016,2010,104719709.52,120,43200000.0
2854,Cats & Dogs: The Revenge of Kitty Galore (2010),1287468,2010,47072613.24,82,91800000.0
2855,Harry Brown (2009),1289406,2009,2000549.1,103,8030000.0
2856,Warrior (2011),1291584,2011,14339970.75,140,26250000.0
2857,Solitary Man (2009),1294213,2009,4796602.8,90,16500000.0
2858,The Last Song (2010),1294226,2010,67986414.72,107,21600000.0
2859,Waiting for Forever (2010),1296898,2010,27558.36,95,5400000.0
2860,The Watch (2012/I),1298649,2012,36413590.0,102,70040000.0
2861,Pirates of the Caribbean: On Stranger Tides (2011),1298650,2011,253125392.1,136,262500000.0
2862,Iron Man 3 (2013),1300854,2013,413104133.94,130,202000000.0
2863,Kung Fu Panda 2 (2011),1302011,2011,173511516.15,91,157500000.0
2864,Yogi Bear (2010),1302067,2010,108265691.88,80,86400000.0
2865,Defendor (2009),1303828,2009,48908.2,101,3850000.0
2866,Our Family Wedding (2010),1305583,2010,21875703.48,103,15120000.0
2867,Mars Needs Moms (2011),1305591,2011,22462395.9,88,157500000.0
2868,50/50 (2011),1306980,2011,36764901.6,100,8400000.0
2869,Seeking a Friend for the End of the World (2012),1307068,2012,7291100.14,101,10300000.0
2870,The Oranges (2011),1313139,2011,383118.75,90,10500000.0
2871,Partir (2009/I),1315962,2009,192163.4,85,8360000.0
2872,A Single Man (2009),1315981,2009,10093600.0,99,7700000.0
2873,Rise of the Planet of the Apes (2011),1318514,2011,185598194.25,105,97650000.0
2874,Burke and Hare (2010),1320239,2010,5219.64,91,10800000.0
2875,The Expendables (2010),1320253,2010,111314005.92,103,86400000.0
2876,Oldboy (2013),1321511,2013,2184218.93,104,30300000.0
2877,The Beaver (2011),1321860,2011,1019356.8,91,22050000.0
2878,Gangster Squad (2013),1321870,2013,46460912.03,113,60600000.0
2879,August: Osage County (2013),1322269,2013,38116198.1,121,25250000.0
2880,Despicable Me (2010),1323594,2010,271635103.8,95,74520000.0
2881,Oh My God (2009),1326954,2009,42068.4,93,1375000.0
2882,The Butler (2013/I),1327773,2013,117798415.95,132,30300000.0
2883,Movie 43 (2013),1333125,2013,8928857.53,94,6060000.0
2884,Never Let Me Go (2010),1334260,2010,2629424.16,103,16200000.0
2885,Arthur (2011/I),1334512,2011,34666480.8,110,42000000.0
2886,Rock of Ages (2012),1336608,2012,39674171.39,123,77250000.0
2887,Cyrus (2010/I),1336617,2010,8066450.88,91,7560000.0
2888,Tinker Tailor Soldier Spy (2011),1340800,2011,25356862.65,127,21000000.0
2889,How Do You Know (2010),1341188,2010,32629629.6,121,129600000.0
2890,The Great Gatsby (2013),1343092,2013,146288823.19,143,106050000.0
2891,The Dark Knight Rises (2012),1345836,2012,461583271.97,165,257500000.0
2892,Jack the Giant Slayer (2013),1351685,2013,65839479.03,114,196950000.0
2893,Chloe (2009),1352824,2009,3382321.8,96,12100000.0
2894,I'm Still Here (2010/I),1356864,2010,441416.52,108,2160000.0
2895,The Extra Man (2010),1361313,2010,489647.16,108,7560000.0
2896,Main Street (2010),1365483,2010,2764.8,92,10800000.0
2897,The Sitter (2011),1366344,2011,31963392.3,81,26250000.0
2898,The Cold Light of Day (2012),1366365,2012,3876490.49,93,20600000.0
2899,Cloud Atlas (2012),1371111,2012,27921520.16,172,105060000.0
2900,This Is Where I Leave You (2014),1371150,2014,34296320.0,103,19800000.0
2901,Made in Dagenham (2010),1371155,2010,1182381.84,113,7776000.0
2902,Inception (2010),1375666,2010,315982290.6,148,172800000.0
2903,Grown Ups (2010),1375670,2010,174961280.88,102,86400000.0
2904,The Adjustment Bureau (2011),1385826,2011,65620427.25,106,52710000.0
2905,I Can Do Bad All by Myself (2009),1385912,2009,56867193.9,113,14300000.0
2906,The Other Guys (2010),1386588,2010,128757576.24,107,108000000.0
2907,Stand Up Guys (2012),1389096,2012,3400077.38,95,15450000.0
2908,We Bought a Zoo (2011),1389137,2011,79405777.5,124,52500000.0
2909,The Hunger Games (2012),1392170,2012,420251012.76,142,80340000.0
2910,Marmaduke (2010),1392197,2010,36336371.04,87,54000000.0
2911,Prisoners (2013),1392214,2013,61612325.02,153,46460000.0
2912,Passion Play (2010),1396221,2010,3962.52,94,8640000.0
2913,Taken 2 (2012),1397280,2012,144049915.61,92,46350000.0
2914,Journey 2: The Mysterious Island (2012),1397514,2012,106976098.7,94,81370000.0
2915,Winter's Bone (2010),1399683,2010,7054023.24,100,2160000.0
2916,Unknown (2011/I),1401152,2011,66870716.85,113,31500000.0
2917,Hesher (2010),1403177,2010,413581.68,106,7560000.0
2918,True Grit (2010),1403865,2010,184942445.4,110,41040000.0
2919,Remember Me (2010/I),1403981,2010,20581585.92,113,17280000.0
2920,The Romantics (2010),1403988,2010,115045.92,95,4860000.0
2921,For Colored Girls (2010),1405500,2010,40748073.84,133,22680000.0
2922,Just Wright (2010),1407061,2010,23263592.04,100,12960000.0
2923,Men in Black 3 (2012),1409024,2012,184391479.62,106,231750000.0
2924,No Strings Attached (2011/I),1411238,2011,74195331.0,108,26250000.0
2925,The Hangover Part II (2011),1411697,2011,267187520.25,102,84000000.0
2926,The Best Exotic Marigold Hotel (2011),1412386,2011,48732643.05,124,10500000.0
2927,Paranoia (2013/I),1413495,2013,7458865.15,106,35350000.0
2928,You Again (2010),1414382,2010,27758217.24,105,21600000.0
2929,Nanny McPhee and the Big Bang (2010),1415283,2010,31315086.0,109,37800000.0
2930,Kill the Irishman (2011),1416801,2011,1247603.7,106,12600000.0
2931,Stone (2010),1423995,2010,1954884.24,105,23760000.0
2932,Predators (2010),1424381,2010,56160743.04,107,43200000.0
2933,Black Nativity (2013),1425922,2013,7088370.89,93,17675000.0
2934,Lovelace (2013),1426329,2013,360147.82,93,10100000.0
2935,Hansel & Gretel: Witch Hunters (2013),1428538,2013,56260509.75,88,50500000.0
2936,The Wolverine (2013),1430132,2013,133882420.52,126,121200000.0
2937,The Pirates! In an Adventure with Scientists! (2012),1430626,2012,31982659.78,88,56650000.0
2938,Another Year (2010),1431181,2010,3462162.48,129,10800000.0
2939,Faster (2010),1433108,2010,25099221.6,98,25920000.0
2940,Rio (2011),1436562,2011,150800799.45,96,94500000.0
2941,Fright Night (2011),1438176,2011,19213581.45,106,31500000.0
2942,Charlie St. Cloud (2010),1438254,2010,33655548.6,99,47520000.0
2943,Battleship (2012),1440129,2012,67385303.75,131,215270000.0
2944,A Little Bit of Heaven (2011),1440161,2011,10511.55,106,13125000.0
2945,This Must Be the Place (2011),1440345,2011,149354.1,118,26250000.0
2946,The American (2010),1440728,2010,38454886.08,105,21600000.0
2947,Quartet (2012),1441951,2012,18941820.51,98,11330000.0
2948,Rise of the Guardians (2012),1446192,2012,106515140.74,97,149350000.0
2949,Prometheus (2012/I),1446714,2012,130271396.52,124,133900000.0
2950,Killer Elite (2011),1448755,2011,26348287.35,116,36750000.0
2951,Monsters University (2013),1453405,2013,271177691.64,104,202000000.0
2952,The Help (2011),1454029,2011,178193517.6,146,26250000.0
2953,Gravity (2013),1454468,2013,276833632.05,91,101000000.0
2954,The Conjuring (2013),1457767,2013,138774142.41,112,20200000.0
2955,The Next Three Days (2010),1458175,2010,22840543.08,133,32400000.0
2956,Dream House (2011),1462041,2011,22367457.0,92,52500000.0
2957,The Odd Life of Timothy Green (2012),1462769,2012,53410521.25,105,41200000.0
2958,Decoding Annie Parker (2013),1464191,2013,40248.5,91,2020000.0
2959,Redemption Road (2010),1470020,2010,29172.96,95,2484000.0
2960,Cosmopolis (2012),1480656,2012,786462.68,109,21115000.0
2961,Oblivion (2013/I),1483013,2013,89998307.35,124,121200000.0
2962,Red Riding Hood (2011),1486185,2011,39545270.1,100,44100000.0
2963,The Change-Up (2011),1488555,2011,38935548.75,112,54600000.0
2964,The Iceman (2012),1491044,2012,1997624.23,106,10300000.0
2965,Underworld: Awakening (2012),1496025,2012,64190670.17,88,72100000.0
2966,The Paperboy (2012),1496422,2012,714084.58,107,12875000.0
2967,Horrible Bosses (2011),1499658,2011,123415486.95,98,36750000.0
2968,Drive Angry (2011),1502404,2011,11257084.65,104,52500000.0
2969,The King's Speech (2010),1504320,2010,149898969.36,118,16200000.0
2970,Haywire (2011),1506999,2011,19889515.8,93,24150000.0
2971,Super (2010/I),1512235,2010,347929.56,96,2700000.0
2972,Sherlock Holmes: A Game of Shadows (2011),1515091,2011,196190838.9,129,131250000.0
2973,The Host (2013),1517260,2013,26883168.99,125,40400000.0
2974,Anonymous (2011/I),1521197,2011,4686456.6,130,31500000.0
2975,Answers to Nothing (2011),1523939,2011,23130.45,124,3150000.0
2976,Contraband (2012),1524137,2012,68523840.0,109,25750000.0
2977,Exodus: Gods and Kings (2014),1528100,2014,65014513.0,150,140000000.0
2978,Trust (2010/I),1529572,2010,129617.28,106,10260000.0
2979,Byzantium (2012),1531901,2012,86821.79,118,8240000.0
2980,Beginners (2010),1532503,2010,6254165.52,105,3456000.0
2981,Elysium (2013/I),1535108,2013,93980618.17,109,116150000.0
2982,Captain Phillips (2013),1535109,2013,108171863.55,134,55550000.0
2983,Hope Springs (2012),1535438,2012,65442091.33,100,30900000.0
2984,The Son of No One (2011),1535612,2011,32214.0,90,15750000.0
2985,The Ledge (2011),1535970,2011,9676.8,101,10500000.0
2986,Playing for Keeps (2012),1540128,2012,13495340.16,105,36050000.0
2987,The Guard (2011),1540133,2011,5627762.7,96,6300000.0
2988,127 Hours (2010),1542344,2010,19802048.4,94,19440000.0
2989,Premium Rush (2012),1547234,2012,20883709.38,91,36050000.0
2990,Elles (2011),1549589,2011,165298.35,99,4200000.0
2991,The Last Stand (2013),1549920,2013,12170801.99,107,45450000.0
2992,Country Strong (2010),1555064,2010,21836434.68,117,16200000.0
2993,Beautiful Creatures (2013),1559547,2013,19646659.38,124,60600000.0
2994,The Master (2012),1560747,2012,16868592.22,144,32960000.0
2995,Higher Ground (2011),1562568,2011,883819.65,109,2100000.0
2996,Amigo (2010),1562847,2010,198169.2,124,1836000.0
2997,Legendary (2010),1563704,2010,216424.44,107,5400000.0
2998,One Day (2011),1563738,2011,14535959.55,107,15750000.0
2999,Dolphin Tale (2011),1564349,2011,75901117.95,113,38850000.0
3000,Just Go with It (2011),1564367,2011,108179514.45,117,84000000.0
3001,The Girl with the Dragon Tattoo (2011),1568346,2011,107641582.65,158,94500000.0
3002,War Horse (2011),1568911,2011,83879122.95,146,69300000.0
3003,"Crazy, Stupid, Love. (2011)",1570728,2011,88568756.85,118,52500000.0
3004,The Dilemma (2011),1578275,2011,50899054.5,111,73500000.0
3005,The Good Doctor (2011/I),1582271,2011,4311.3,93,6300000.0
3006,House at the End of the Street (2012),1582507,2012,32560273.48,101,10300000.0
3007,Larry Crowne (2011),1583420,2011,37388657.25,98,31500000.0
3008,The Last Godfather (2010),1584131,2010,176678.28,100,14472000.0
3009,Machine Gun Preacher (2011),1586752,2011,565624.5,129,31500000.0
3010,Maleficent (2014),1587310,2014,241410378.0,97,180000000.0
3011,Warm Bodies (2013),1588173,2013,67044468.62,98,35350000.0
3012,"Jeff, Who Lives at Home (2011)",1588334,2011,4456362.75,83,10500000.0
3013,Soul Surfer (2011),1596346,2011,46046095.2,106,18900000.0
3014,This Means War (2012),1596350,2012,56403614.73,103,66950000.0
3015,The Woman in Black (2012),1596365,2012,55963288.7,95,17510000.0
3016,Salinger (2013),1596753,2013,589469.33,120,2020000.0
3017,Contagion (2011),1598778,2011,79441001.85,106,63000000.0
3018,New Year's Eve (2011),1598822,2011,57271869.9,113,58800000.0
3019,Safe House (2012),1599348,2012,130164637.02,115,87550000.0
3020,The Grey (2011),1601913,2011,54159247.8,117,26250000.0
3021,Albert Nobbs (2011),1602098,2011,3165268.05,113,8400000.0
3022,Only God Forgives (2013),1602613,2013,786979.88,90,4848000.0
3023,Amour (2012),1602620,2012,6941676.76,127,9167000.0
3024,Midnight in Paris (2011),1605783,2011,59657897.25,94,17850000.0
3025,The Vow (2012),1606389,2012,128764450.9,104,30900000.0
3026,Better Living Through Chemistry (2014),1609479,2014,75143.0,91,5000000.0
3027,The Music Never Stopped (2011),1613062,2011,271134.15,105,4200000.0
3028,Margin Call (2011),1615147,2011,5621740.95,107,3675000.0
3029,J. Edgar (2011),1616195,2011,39171331.5,137,36750000.0
3030,Jupiter Ascending (2015),1617661,2015,47236148.0,127,176000000.0
3031,Free Birds (2013),1621039,2013,56307984.8,91,55550000.0
3032,30 Minutes or Less (2011),1622547,2011,38906620.2,83,29400000.0
3033,Oz the Great and Powerful (2013),1623205,2013,237260943.25,130,217150000.0
3034,ParaNorman (2012),1623288,2012,57683142.53,92,61800000.0
3035,Young Adult (2011),1625346,2011,17127149.55,94,12600000.0
3036,Hector and the Search for Happiness (2014),1626146,2014,1124445.0,120,15000000.0
3037,Touchback (2011),1628055,2011,214271.4,118,5250000.0
3038,Chasing Mavericks (2012),1629757,2012,6182838.68,116,20600000.0
3039,Sacrifice (2011/I),1630564,2011,29293.95,100,4200000.0
3040,Edge of Tomorrow (2014),1631867,2014,100206256.0,113,178000000.0
3041,Friends with Benefits (2011),1632708,2011,58592891.7,109,36750000.0
3042,Intruders (2011/I),1634121,2011,72592.8,100,13650000.0
3043,Johnny English Reborn (2011),1634122,2011,8721268.5,101,47250000.0
3044,Ted (2012),1637725,2012,225379951.61,106,51500000.0
3045,Jumping the Broom (2011),1640484,2011,39160163.7,112,6930000.0
3046,Rampart (2011),1640548,2011,1017700.95,108,12600000.0
3047,Inside Job (2010),1645089,2010,4657753.8,105,2160000.0
3048,How to Train Your Dragon 2 (2014),1646971,2014,177002924.0,102,145000000.0
3049,Wrath of the Titans (2012),1646987,2012,86180185.49,99,154500000.0
3050,Million Dollar Arm (2014),1647668,2014,36457627.0,124,25000000.0
3051,Here Comes the Boom (2012),1648179,2012,46649027.54,105,75190000.0
3052,My Week with Marilyn (2011),1655420,2011,15330364.35,99,6720000.0
3053,The Artist (2011/I),1655442,2011,46905266.1,100,15750000.0
3054,Wanderlust (2012),1655460,2012,17629119.5,98,58710000.0
3055,Stolen (2012),1656186,2012,313447.54,96,36050000.0
3056,Forces spéciales (2011),1656192,2011,11296.95,109,10500000.0
3057,Cinderella (2015),1661199,2015,186324000.0,105,95000000.0
3058,Grudge Match (2013),1661382,2013,30105332.6,113,40400000.0
3059,Pacific Rim (2013),1663662,2013,102820935.06,132,191900000.0
3060,Mirror Mirror (2012/I),1667353,2012,66883222.01,106,87550000.0
3061,Elle s'appelait Sarah (2010),1668200,2010,8307036.0,111,10800000.0
3062,Now You See Me (2013/I),1670345,2013,118901228.89,115,75750000.0
3063,Trespass (2011),1674784,2011,17656.8,91,36750000.0
3064,Take Shelter (2011),1675192,2011,1816810.8,120,5250000.0
3065,Stoker (2013),1682180,2013,1731363.21,99,12120000.0
3066,Dark Horse (2011),1690455,2011,166974.15,86,2100000.0
3067,Despicable Me 2 (2013),1690953,2013,371741877.65,98,76760000.0
3068,"Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014)",1698641,2014,66950483.0,81,28000000.0
3069,Seven Days in Utopia (2011),1699147,2011,4591727.7,100,7875000.0
3070,Bernie (2011),1704573,2011,9663351.6,104,5250000.0
3071,Snowpiercer (2013),1706620,2013,4609286.5,126,39592000.0
3072,Les Misérables (2012),1707386,2012,153274063.1,158,62830000.0
3073,Joyful Noise (2012),1710396,2012,31860076.39,118,25750000.0
3074,Only Lovers Left Alive (2013),1714915,2013,1859533.22,123,7070000.0
3075,People Like Us (2012),1716777,2012,12807821.34,114,16480000.0
3076,Another Happy Day (2011),1719071,2011,8887.2,119,4200000.0
3077,Shame (2011),1723811,2011,4200319.2,101,6825000.0
3078,Killer Joe (2011),1726669,2011,2087150.1,102,11550000.0
3079,The Way Way Back (2013),1727388,2013,21721611.46,103,4646000.0
3080,Darling Companion (2012),1730687,2012,817629.45,103,12360000.0
3081,Ender's Game (2013),1731141,2013,62354562.91,114,111100000.0
3082,The Lords of Salem (2012),1731697,2012,1198413.24,101,2575000.0
3083,Snow White and the Huntsman (2012),1735898,2012,159992352.43,127,175100000.0
3084,Pawn Shop Chronicles (2013),1741243,2013,8168.88,112,5050000.0
3085,Jersey Boys (2014),1742044,2014,47047013.0,134,40000000.0
3086,Sabotage (2014/I),1742334,2014,10508518.0,109,35000000.0
3087,I Don't Know How She Does It (2011),1742650,2011,10145398.2,89,25200000.0
3088,Blood Ties (2013/I),1747958,2013,41641.29,127,25755000.0
3089,Moonrise Kingdom (2012),1748122,2012,46877839.98,94,16480000.0
3090,Red Lights (2012),1748179,2012,54202.72,114,14420000.0
3091,Diana (2013),1758595,2013,195466.31,113,15150000.0
3092,Arbitrage (2012),1764183,2012,8157161.22,107,12360000.0
3093,Killing Them Softly (2012),1764234,2012,15476837.68,97,15450000.0
3094,Danny Collins (2015),1772288,2015,2375703.0,106,10000000.0
3095,Wreck-It Ralph (2012),1772341,2012,195105575.67,101,169950000.0
